,symbol,numShares,date
206,NWL,100.0,2009-03-05 00:00:00
207,BAC,-100.0,2009-03-06 00:00:00
208,SLM,-100.0,2009-03-06 00:00:00
209,AES,100.0,2009-03-09 00:00:00
210,AIV,-100.0,2009-03-09 00:00:00
211,MAS,-100.0,2009-03-09 00:00:00
212,NWSA,100.0,2009-03-09 00:00:00
213,TIE,-100.0,2009-03-09 00:00:00
214,TXT,-100.0,2009-03-09 00:00:00
215,XRX,-100.0,2009-03-09 00:00:00
216,HIG,-100.0,2009-03-10 00:00:00
217,IP,-100.0,2009-03-10 00:00:00
218,NWL,-100.0,2009-03-10 00:00:00
219,AIV,-100.0,2009-03-12 00:00:00
220,DFS,-100.0,2009-03-12 00:00:00
221,HIG,-100.0,2009-03-12 00:00:00
222,NWL,-100.0,2009-03-12 00:00:00
223,AES,-100.0,2009-03-16 00:00:00
224,NWSA,-100.0,2009-03-16 00:00:00
225,XL,100.0,2009-03-19 00:00:00
226,XRX,100.0,2009-03-20 00:00:00
227,XL,-100.0,2009-03-26 00:00:00
228,CBG,100.0,2009-03-27 00:00:00
229,XRX,-100.0,2009-03-27 00:00:00
230,AIV,100.0,2009-03-30 00:00:00
231,XRX,100.0,2009-03-30 00:00:00
232,CBG,-100.0,2009-04-03 00:00:00
233,AIV,-100.0,2009-04-06 00:00:00
234,CBG,100.0,2009-04-06 00:00:00
235,XRX,0.0,2009-04-06 00:00:00
236,HST,100.0,2009-04-07 00:00:00
237,TER,100.0,2009-04-07 00:00:00
238,CBG,-100.0,2009-04-14 00:00:00
239,RF,100.0,2009-04-14 00:00:00
240,XRX,-100.0,2009-04-14 00:00:00
241,HST,-100.0,2009-04-15 00:00:00
242,TER,-100.0,2009-04-15 00:00:00
243,SLM,100.0,2009-04-17 00:00:00
244,MU,100.0,2009-04-20 00:00:00
245,TER,100.0,2009-04-20 00:00:00
246,RF,-100.0,2009-04-21 00:00:00
247,MU,100.0,2009-04-23 00:00:00
248,SLM,-100.0,2009-04-24 00:00:00
249,JDSU,100.0,2009-04-27 00:00:00
250,MU,-100.0,2009-04-27 00:00:00
251,RF,100.0,2009-04-27 00:00:00
252,TER,-100.0,2009-04-27 00:00:00
253,JDSU,100.0,2009-04-30 00:00:00
254,MU,-100.0,2009-04-30 00:00:00
255,SLM,100.0,2009-04-30 00:00:00
256,JDSU,-100.0,2009-05-04 00:00:00
257,RF,-100.0,2009-05-04 00:00:00
258,GCI,100.0,2009-05-07 00:00:00
259,JDSU,0.0,2009-05-07 00:00:00
260,MU,100.0,2009-05-07 00:00:00
261,SLM,-100.0,2009-05-07 00:00:00
262,JDSU,100.0,2009-05-11 00:00:00
263,GCI,100.0,2009-05-12 00:00:00
264,F,100.0,2009-05-13 00:00:00
265,GNW,100.0,2009-05-13 00:00:00
266,HBAN,100.0,2009-05-13 00:00:00
267,RF,100.0,2009-05-13 00:00:00
268,S,100.0,2009-05-13 00:00:00
269,GCI,-100.0,2009-05-14 00:00:00
270,JDSU,-100.0,2009-05-14 00:00:00
271,MU,-100.0,2009-05-14 00:00:00
272,JDSU,-100.0,2009-05-18 00:00:00
273,GCI,-100.0,2009-05-19 00:00:00
274,F,-100.0,2009-05-20 00:00:00
275,GNW,-100.0,2009-05-20 00:00:00
276,HBAN,-100.0,2009-05-20 00:00:00
277,RF,0.0,2009-05-20 00:00:00
278,S,-100.0,2009-05-20 00:00:00
279,GNW,100.0,2009-05-21 00:00:00
280,GNW,100.0,2009-05-27 00:00:00
281,KEY,100.0,2009-05-27 00:00:00
282,GCI,100.0,2009-05-28 00:00:00
283,RF,-100.0,2009-05-28 00:00:00
284,GNW,-100.0,2009-05-29 00:00:00
285,KEY,100.0,2009-06-01 00:00:00
286,GCI,100.0,2009-06-02 00:00:00
287,GNW,-100.0,2009-06-03 00:00:00
288,KEY,-100.0,2009-06-03 00:00:00
289,MU,100.0,2009-06-03 00:00:00
290,S,100.0,2009-06-03 00:00:00
291,GCI,-100.0,2009-06-04 00:00:00
292,KEY,-100.0,2009-06-08 00:00:00
293,S,100.0,2009-06-08 00:00:00
294,GCI,-100.0,2009-06-09 00:00:00
295,MU,-100.0,2009-06-10 00:00:00
296,S,-100.0,2009-06-10 00:00:00
297,S,-100.0,2009-06-15 00:00:00
298,S,100.0,2009-06-19 00:00:00
299,MU,100.0,2009-06-23 00:00:00
300,S,-100.0,2009-06-26 00:00:00
301,MU,-100.0,2009-06-30 00:00:00
302,IPG,100.0,2009-07-02 00:00:00
303,MU,100.0,2009-07-02 00:00:00
304,JDSU,100.0,2009-07-07 00:00:00
305,IPG,-100.0,2009-07-10 00:00:00
306,MU,-100.0,2009-07-10 00:00:00
307,JDSU,-100.0,2009-07-14 00:00:00
308,GCI,100.0,2009-07-21 00:00:00
309,KEY,100.0,2009-07-21 00:00:00
310,GCI,-100.0,2009-07-28 00:00:00
311,KEY,-100.0,2009-07-28 00:00:00
312,LSI,100.0,2009-08-11 00:00:00
313,LSI,100.0,2009-08-17 00:00:00
314,LSI,-100.0,2009-08-18 00:00:00
315,LSI,100.0,2009-08-20 00:00:00
316,LSI,-100.0,2009-08-24 00:00:00
317,LSI,-100.0,2009-08-27 00:00:00
318,C,100.0,2009-09-01 00:00:00
319,LSI,100.0,2009-09-02 00:00:00
320,C,-100.0,2009-09-09 00:00:00
321,LSI,-100.0,2009-09-10 00:00:00
322,MSI,100.0,2009-09-23 00:00:00
323,MSI,-100.0,2009-09-30 00:00:00
324,MSI,100.0,2009-10-01 00:00:00
325,MSI,0.0,2009-10-08 00:00:00
326,C,100.0,2009-10-15 00:00:00
327,MSI,-100.0,2009-10-15 00:00:00
328,C,-100.0,2009-10-22 00:00:00
329,AMD,100.0,2009-10-28 00:00:00
330,LSI,100.0,2009-10-28 00:00:00
331,RF,100.0,2009-10-28 00:00:00
332,RF,100.0,2009-10-30 00:00:00
333,LSI,100.0,2009-11-03 00:00:00
334,AMD,-100.0,2009-11-04 00:00:00
335,LSI,-100.0,2009-11-04 00:00:00
336,RF,-100.0,2009-11-04 00:00:00
337,RF,-100.0,2009-11-06 00:00:00
338,LSI,-100.0,2009-11-10 00:00:00
339,MSI,100.0,2009-11-19 00:00:00
340,MSI,-100.0,2009-11-27 00:00:00
341,THC,100.0,2009-11-27 00:00:00
342,THC,-100.0,2009-12-04 00:00:00
343,MSI,100.0,2009-12-09 00:00:00
344,MSI,100.0,2009-12-14 00:00:00
345,MSI,-100.0,2009-12-16 00:00:00
346,THC,100.0,2009-12-18 00:00:00
347,MSI,-100.0,2009-12-21 00:00:00
348,THC,-100.0,2009-12-28 00:00:00
